japanese,copies,id,en,score,ja_ex,ko,zh,action
説く,2,4766,to explain *DIFF*,25,彼は難しい理論を分かりやすく説いた。,설명하다,解释,DISCARD
慣れる,2,1239,getting used,25,日本での生活に慣れる。,익숙해지고,习惯,KEEP
慣れる,2,1966,get used to *DIFF*,25,日本での生活に慣れる。,익숙해질,习惯,DISCARD
葬る,2,1247,bury,25,秘密を心に葬る。,묻다,埋藏,KEEP
葬る,2,5374,to bury *DIFF*,25,彼らは亡くなった家族を静かに土に葬った。,묻다,埋,DISCARD
板挟み,2,1262,Caught between two opposing forces,25,私は両親の意見の板挟みです。,딜레마,夹在父母的意见之间,KEEP
板挟み,2,2160,caught between *DIFF*,25,私は両親の意見の板挟みです。,이러지도 저러지도 못하고,夹在父母的意见之间,DISCARD
大柄,2,1265,Large,25,彼は大柄です。,덩치가,魁梧,KEEP
大柄,2,2906,large build *DIFF*,25,彼は大柄な体格なので、遠くからでも目立つ。,큰 체격,身材魁梧,DISCARD
相場,2,1285,stock market,25,今日の株の相場はどうですか。,시세,股市行情,KEEP
相場,2,4331,market price *DIFF*,25,今日の株の相場を教えてください。,시장 가격,市场价格,DISCARD
問屋,2,1288,wholesaler,25,私は問屋で物を買います。,도매상,批发商,KEEP
問屋,2,4734,wholesale store *DIFF*,25,彼女は京都の古い着物の問屋で働いています。,도매점,批发店,DISCARD
尚更,2,1289,especially,25,雨が降っているから、尚更出かけたくない。,더더욱,更是,KEEP
尚更,2,4893,all the more *DIFF*,25,今日は寒いので、尚更温かいコーヒーが飲みたい。,더욱이,更是,DISCARD
人質,2,1293,hostage,25,犯人は人質を取りました。,인질,人质,KEEP
人質,2,5189,hostage,25,犯人は人質を解放するよう要求された。,인질,人质,DISCARD
返済,2,1295,repayment,25,毎月、銀行に返済します。,갚습니다,还款,KEEP
返済,2,5341,repayment,25,毎月のローンの返済が負担になっている。,상환,偿还,DISCARD
過剰,2,1309,excess,25,水の飲みすぎは過剰です。,과잉,过剩,KEEP
過剰,2,1768,excess,25,水の飲みすぎは過剰です。,과잉,过剩,DISCARD
街頭,2,1310,street,25,街頭で音楽を聞きます。,거리,街头,KEEP
街頭,2,3222,in the street *DIFF*,25,街頭で政治家が演説をしていた。,길거리에서,在街上,DISCARD
該当,2,1311,match,25,このリストに該当する人はいますか？,해당,符合,KEEP
該当,2,3221,corresponding *DIFF*,25,この条件に該当する応募者はいませんでした。,해당하는,相应,DISCARD
獲得,2,1312,won,25,彼は賞を獲得しました。,획득,获得,KEEP
獲得,2,3073,acquisition *DIFF*,25,彼は長年の努力の末、ついに念願のタイトルを獲得した。,획득,获得,DISCARD
携帯,2,1319,cell phone,25,これは私の携帯です。,휴대,手机,KEEP
携帯,2,3481,carrying something *DIFF*,25,私は常に鍵と財布を携帯している。,무언가를 휴대하다,携带某物,DISCARD
戸籍,2,1322,Family register,25,これは私の戸籍です。,호적,户籍,KEEP
戸籍,2,3653,census *DIFF*,25,彼は市役所で自分の戸籍を調べた。,인구 조사,人口普查,DISCARD
興奮,2,1324,excited,25,試合を見て、とても興奮しました。,흥분,兴奋,KEEP
興奮,2,3614,excitement *DIFF*,25,試合の最後の瞬間は、観客を**興奮**させた。,흥분,兴奋,DISCARD
襲撃,2,1327,attacked,25,遊園地が怪物に襲撃された。,습격,袭击,KEEP
襲撃,2,3945,attack *DIFF*,25,テロリストが警察署を襲撃した。,공격,袭击,DISCARD
柔軟,2,1328,flexible,25,体は柔軟です。,유연,柔软,KEEP
柔軟,2,4120,flexible,25,彼の考え方は非常に柔軟で、どんな状況にも対応できる。,유연한,灵活,DISCARD
証拠,2,1330,evidence,25,これが証拠です。,증거,证据,KEEP
証拠,2,3994,evidence,25,彼の無実を証明する証拠は何もない。,증거,证据,DISCARD
象徴,2,1332,symbol,25,鳩は平和の象徴です。,상징,象征,KEEP
象徴,2,4003,symbol,25,日本の桜は、春と美しさの象徴です。,상징,象征,DISCARD
潜入,2,1336,infiltrated,25,泥棒は夜に家へ潜入した。,잠입,潜入,KEEP
潜入,2,4293,infiltration *DIFF*,25,スパイは敵の基地に潜入した。,침투,渗透,DISCARD
訴訟,2,1337,lawsuit,25,彼は会社を訴訟しました。,소송,诉讼,KEEP
訴訟,2,4347,litigation *DIFF*,25,彼はその土地の所有権を巡って訴訟を起こした。,소송,诉讼,DISCARD
貯蓄,2,1339,saving,25,私は将来のために貯蓄をしています。,저축,储蓄,KEEP
貯蓄,2,4581,savings *DIFF*,25,将来のために貯蓄を増やすことが大切です。,저축,储蓄,DISCARD
沈没,2,4590,sinking,25,豪華客船が氷山に衝突し、沈没した。,침몰,沉没,KEEP
沈没,2,1340,sank *DIFF*,20,船が沈没しました,침몰,沉没,DISCARD
墜落,2,1341,crash,25,飛行機が墜落しました。,추락,坠落,KEEP
墜落,2,4598,falling *DIFF*,25,その飛行機は山中に墜落した。,떨어지는,落下,DISCARD
把握,2,1344,grasp,25,状況を把握しました。,파악,掌握了,KEEP
把握,2,5026,grasp,25,彼は現在の状況を正確に把握している。,파악하다,掌握,DISCARD
暴露,2,1346,exposed,25,秘密が暴露された。,폭로,暴露,KEEP
暴露,2,5140,disclosure *DIFF*,25,彼は会社の不正をマスコミに暴露した。,공개,披露,DISCARD
微笑,2,1348,smile,25,彼女は微笑みました。,미소,笑了,KEEP
微笑,2,5222,smile,25,彼女の優しい微笑に心が和んだ。,미소,微笑,DISCARD
閉鎖,2,1350,closed,25,学校は今日、閉鎖されました。,폐쇄,关闭,KEEP
閉鎖,2,5326,closing *DIFF*,25,その工場は先月、閉鎖された。,폐쇄,关闭,DISCARD
模索,2,1355,Search,25,新しい仕事を探して模索しています。,모색,摸索,KEEP
模索,2,5615,groping (for) *DIFF*,25,私たちは不確実な未来の中で、新しい働き方を模索している。,모색,摸索,DISCARD
融通,2,1356,flexible,25,銀行は少し融通がききます。,융통,融通性,KEEP
融通,2,5692,lending (money) *DIFF*,25,友人に急なお金の融通を頼んだ。,돈을 빌려주는 것,出借,DISCARD
厳しい,2,1364,strict,25,先生は厳しいです。,엄격합니다,严格的,KEEP
厳しい,2,1999,strict,25,先生は厳しいです。,엄격합니다,严格的,DISCARD
微か,2,1379,faint,25,微かに音が聞こえます。,희미하게,微弱,KEEP
微か,2,3096,faint,25,遠くから微かな音が聞こえた。,희미한,微弱,DISCARD
緩やか,2,1387,Gentle,25,坂は緩やかです。,완만,缓和,KEEP
緩やか,2,5711,lenient *DIFF*,25,この学校の校則は比較的緩やかだ。,관대한,宽容的,DISCARD
操る,2,1389,manipulate,25,彼女は人形を操る。,조종한다,操纵,KEEP
操る,2,2646,to manipulate *DIFF*,25,彼は言葉巧みに人々を操るのが得意だ。,조종하다,操纵,DISCARD
促す,2,1394,encourages,25,先生は学生に勉強を促す。,촉구합니다,鼓励,KEEP
促す,2,2832,to urge *DIFF*,25,政府は企業に対し、環境に配慮した製品開発を促した。,촉구하다,敦促,DISCARD
怠る,2,1396,neglect,25,宿題を怠ると、成績が悪くなります。,게을리하면,疏忽,KEEP
怠る,2,1515,neglect,25,宿題を怠ると、成績が悪くなります。,게을리하면,疏忽,DISCARD
襲う,2,1397,attack,25,台風が町を襲う。,덮친다,袭击,KEEP
襲う,2,2945,to attack *DIFF*,25,暗闇から何者かが私たちを襲った。,공격하다,攻击,DISCARD
衰える,2,1398,declines,25,年をとると、記憶力が衰える。,쇠퇴한다,衰退,KEEP
衰える,2,2968,to become weak *DIFF*,25,年を取ると体力は衰えるものだ。,약해지다,变弱,DISCARD
競う,2,1400,compete,25,私たちは運動会で競う。,경쟁한다,竞争,KEEP
競う,2,1810,compete,25,私たちは運動会で速さを競う。,겨룬다,竞争,DISCARD
悟る,2,1404,realize,25,彼はやっと自分の間違いを悟った。,깨달았다,意识到,KEEP
悟る,2,3790,to attain enlightenment *DIFF*,25,彼は長年の修行の末、ついに真理を悟った。,깨달음을 얻다,达到顿悟,DISCARD
慕う,2,1406,Admire,25,彼女は先生を慕う。,사모한다,仰慕,KEEP
慕う,2,3879,to yearn for *DIFF*,25,彼は故郷を慕う気持ちを抑えきれなかった。,갈망하다,渴望,DISCARD
染める,2,1407,dye,25,髪を茶色に染める。,염색,染,KEEP
染める,2,4366,to dye *DIFF*,25,彼女は髪を明るい色に染めることにした。,염색하다,染色,DISCARD
償う,2,1409,atone,25,彼は罪を償うために働きます。,보상하다,弥补,KEEP
償う,2,2271,atone,25,私はお金で罪を償う。,보상할,赎罪,DISCARD
老ける,2,1413,older,25,彼は最近老けて見えます。,늙어,老了,KEEP
老ける,2,5250,to age *DIFF*,25,彼はストレスのせいで、ずいぶん老けて見えます。,늙다,变老,DISCARD
誇る,2,1414,boasts,25,彼は速い車を誇る。,자랑한다,自豪,KEEP
誇る,2,5385,to boast of *DIFF*,25,彼は自分の会社の革新的な技術を誇っている。,자랑하다,夸耀,DISCARD
見逃す,2,1416,miss,25,テレビを見るのを見逃した。,놓쳤어요,错过,KEEP
見逃す,2,5541,to miss *DIFF*,25,重要なシーンを見逃さないように、しっかり見ていよう。,놓치다,错过,DISCARD
潜る,2,1417,dive,25,彼は海に潜る。,잠수,潜入,KEEP
潜る,2,3424,to drive *DIFF*,25,彼は素早く水中に潜るのが得意だ。,운전하다,开车,DISCARD
無効,2,1424,invalid,25,この切符は無効です。,무효,无效的,KEEP
無効,2,5558,invalid,25,このチケットは有効期限が切れており、無効です。,무효,无效,DISCARD
コミュニケーション,2,1429,communication,25,私たちはコミュニケーションを大切にします。,커뮤니케이션,沟通,KEEP
コミュニケーション,2,5883,communication,25,良好な人間関係を築くためには、お互いのコミュニケーションが非常に重要です。,의사소통,沟通,DISCARD
認識,2,1437,recognize,25,私はそれを認識しています。,인식,认识到,KEEP
認識,2,4971,recognition *DIFF*,25,私たちは問題の深刻さを認識すべきだ。,인정,认可,DISCARD
生かす,2,1443,Make use of,25,経験を仕事に生かす。,살리다,运用,KEEP
生かす,2,2690,to revive *DIFF*,25,廃れた伝統工芸の技術を現代に生かす方法を模索している。,되살리다,复兴,DISCARD
和らげる,2,1445,relieves,25,この薬は痛みを和らげる。,완화시켜,缓解,KEEP
和らげる,2,5682,to soften *DIFF*,25,緊張を和らげるために、彼女は深呼吸をした。,부드럽게 하다,软化,DISCARD
込める,2,1447,Put in,25,愛を込めて作りました。,담아,普京,KEEP
込める,2,3683,to include *DIFF*,25,心を込めて手紙を書きました。,포함하다,包括,DISCARD
差し支える,2,1448,inconvenient,25,もし都合が悪ければ、遠慮なく言ってください。差し支えなければ、手伝います。,지장이있다,不方便,KEEP
差し支える,2,3776,to interfere *DIFF*,25,仕事に差し支えるので、夜更かしはできません。,간섭하다,干涉,DISCARD
過労,2,1451,overwork,25,過労で倒れました。,과로,过度劳累,KEEP
過労,2,3160,overwork,25,彼は過労で倒れてしまった。,과로,过劳,DISCARD
規制,2,1453,traffic restrictions,25,この道は車の規制があります。,규제,管制,KEEP
規制,2,3284,regulation *DIFF*,25,政府は環境保護のために新たな規制を導入しました。,규제,规定,DISCARD
満場,2,1454,Full house,25,満場の拍手で迎えられた。,만장,全场,KEEP
満場,2,5502,unanimous *DIFF*,25,満場一致でその提案が可決された。,만장일치,一致,DISCARD
短縮,2,1457,shortened,25,会議の時間を短縮しました。,단축,缩短,KEEP
短縮,2,4481,shortening *DIFF*,25,作業時間を短縮するために、新しいツールを導入しました。,단축,缩短,DISCARD
参照,2,1458,refer,25,この資料を参照してください。,참조,参考,KEEP
参照,2,3813,reference *DIFF*,25,詳細については、マニュアルを参照してください。,참조,参考,DISCARD
有望,2,1460,promising,25,彼女は有望な歌手です。,유망,有希望的,KEEP
有望,2,5697,good prospects *DIFF*,25,彼の将来は非常に有望だ。,좋은 전망,良好前景,DISCARD
免れる,2,1462,excused,25,私は宿題を免れた。,면하다,免,KEEP
免れる,2,5487,to escape from *DIFF*,25,彼はその責任を免れることはできなかった。,~에서 탈출하다,逃离,DISCARD
長閑,2,1463,peaceful,25,春の日は長閑です。,한가롭습니다,tranquil,KEEP
長閑,2,5018,tranquil *DIFF*,25,長閑な午後、彼は庭で読書を楽しんだ。,고요한,宁静,DISCARD
配慮,2,1466,consideration,25,田中さんはいつも周りの人に配慮します。,배려,体谅,KEEP
配慮,2,5043,consideration,25,会議のスケジュールは、皆さんの都合に配慮して調整します。,고려,考虑,DISCARD
猛烈,2,1467,fierce,25,台風は猛烈な勢いで近づいています。,맹렬,猛烈,KEEP
猛烈,2,5610,violent *DIFF*,25,猛烈な嵐が街を襲った。,맹렬한,猛烈,DISCARD
良識,2,1468,good sense,25,良識のある人は、騒音を出しません。,양식,良识,KEEP
良識,2,5781,good sense,25,良識ある市民は、デマに惑わされることなく、冷静な判断を下すべきだ。,양식,常识,DISCARD
仕組み,2,1469,system,25,この会社には良い仕組みがあります。,시스템,机制,KEEP
仕組み,2,3864,devising *DIFF*,25,この機械の複雑な仕組みを理解するには時間がかかります。,고안,制定,DISCARD
明朗,2,1472,cheerful,25,彼女は明朗な人です。,명랑,开朗,KEEP
明朗,2,5585,bright *DIFF*,25,彼女はいつも明朗な性格で、周りの人を笑顔にする。,밝은,明亮,DISCARD
類推,2,1482,infer,25,彼女の行動から、彼の気持ちを類推できます。,유추,推断,KEEP
類推,2,5795,analogy *DIFF*,25,彼の議論は、過去のデータからの類推に基づいていた。,유추,类比,DISCARD
応急,2,1483,first aid,25,これは応急処置です。,응급,急救,KEEP
応急,2,2900,emergency *DIFF*,25,火災が発生した際は、まず応急処置として初期消火を試みてください。,비상,紧急情况,DISCARD
合間,2,1484,spare time,25,合間に本を読みます。,틈틈이,空闲时间,KEEP
合間,2,2569,interval *DIFF*,25,仕事の合間に、好きな本を少しずつ読んでいます。,간격,间隔,DISCARD
迅速,2,1485,quickly,25,田中さんは迅速に対応しました。,신속,迅速地,KEEP
迅速,2,4161,quick *DIFF*,25,迅速な対応が求められます。,신속한,迅速,DISCARD
対処,2,1486,deal,25,問題に対処します。,대처,处理,KEEP
対処,2,4402,deal with *DIFF*,25,私たちはこの緊急事態に迅速に対処する必要があります。,대처하다,处理,DISCARD
嵩張る,2,1487,bulky,25,この荷物は嵩張る。,부피가 크다,占地方,KEEP
嵩張る,2,3087,to be bulky *DIFF*,25,この荷物は嵩張るので、小さいバッグには入りません。,부피가 크다,体积大,DISCARD
軋む,2,1488,creak,25,古いドアが 軋む。,삐걱거린다,吱吱声,KEEP
軋む,2,3277,to jar *DIFF*,25,古い木の床が歩くたびに軋んだ。,충격을 주다,震动,DISCARD
わざわざ,2,1489,all the way,25,わざわざ来てくれてありがとう。,일부러,特意,KEEP
わざわざ,2,2177,all the way,25,わざわざ来てくれてありがとう。,일부러,特地,DISCARD
いっそ,2,1490,rather,25,いっそ、全部捨てよう。,차라리,干脆,KEEP
いっそ,2,2758,rather,25,こんなに大変なら、いっそやめてしまいたい。,차라리,宁愿,DISCARD
和やか,2,1492,friendly,25,会議は和やかな雰囲気でした。,화기애애한,和谐,KEEP
和やか,2,4900,mild *DIFF*,25,会議の雰囲気は終始、和やかでした。,온화한,温和,DISCARD
無難,2,1495,Safe,25,無難な選択をしました。,무난,稳妥,KEEP
無難,2,5306,safety *DIFF*,25,今回は無難な選択をして、リスクを避けることにした。,안전,安全,DISCARD
領域,2,1496,area,25,ここは私の専門の領域です。,영역,领域,KEEP
領域,2,5776,area,25,このプロジェクトは私の専門領域外です。,지역,区域,DISCARD
浪費,2,1498,wasting,25,お金の浪費はやめましょう。,낭비,浪费,KEEP
浪費,2,5808,waste *DIFF*,25,時間を浪費してはいけません。,낭비,浪费,DISCARD
運用,2,1499,operated,25,この機械は毎日運用します。,운용,运行,KEEP
運用,2,2860,making use of *DIFF*,25,当社の新しいITシステムは、来月から本格的に運用を開始します。,활용하다,利用,DISCARD
仕上げる,2,1501,finish,25,私は宿題を仕上げます。,끝낼,完成,KEEP
仕上げる,2,3839,to finish up *DIFF*,25,彼女は期日までに論文を仕上げることができた。,마무리하다,完成,DISCARD
行き違い,2,1503,miscommunication,25,電話の行き違いで、会えませんでした。,엇갈려서,失误,KEEP
行き違い,2,2701,misunderstanding *DIFF*,25,私たちの間で少し行き違いがあったようです。,오해,误解,DISCARD
大方,2,1506,Mostly,25,大方準備はできました。,대부분,大多,KEEP
大方,2,2905,perhaps *DIFF*,25,彼は大方、もう家に帰っただろう。,아마,也许,DISCARD
確保,2,1510,Secure,25,席を確保しました。,확보,确保了,KEEP
確保,2,3074,guarantee *DIFF*,25,災害時には、食料と水の確保が最優先事項です。,보증,保证,DISCARD
趣き,2,1512,charm,25,この庭には趣きがあります。,풍취,情趣,KEEP
趣き,2,1988,charm,25,この庭には趣きがあります。,운치,情趣,DISCARD
虚しい,2,1519,empty,25,一人でいると、少し虚しい。,허전하다,空虚,KEEP
虚しい,2,2085,empty,25,一人でいると、少し虚しい。,허전해요,空虚,DISCARD
無茶,2,1520,Reckless,25,そんな無茶をしないで。,무모한,乱来,KEEP
無茶,2,5570,absurd *DIFF*,25,そんな無茶な計画は成功するはずがない。,터무니없는,荒谬,DISCARD
ムード,2,1524,mood,25,いいムードですね。,분위기,气氛,KEEP
ムード,2,6010,mood,25,そのレストランはロマンチックなムードで、デートにぴったりだった。,기분,心情,DISCARD
介抱,2,1528,care,25,彼女を介抱します。,간호,照顾,KEEP
介抱,2,3043,nursing *DIFF*,25,彼女は病気の友人を献身的に介抱した。,간호,护理,DISCARD
傍ら,2,1529,While,25,彼女は先生の仕事をする傍ら、小説を書いています。,한편,的同时,KEEP
傍ら,2,3116,beside(s) *DIFF*,25,彼女はソファの傍らで本を読んでいた。,옆에,旁边,DISCARD
交わる,2,1530,met,25,道で友達と交わりました。,만났습니다,遇到,KEEP
交わる,2,5469,to cross *DIFF*,25,二つの道がこの地点で交わる。,건너다,穿过,DISCARD
練る,2,1532,knead,25,計画をよく練る。,짜다,考虑,KEEP
練る,2,4997,to knead *DIFF*,25,パン生地をよく練る必要があります。,반죽하다,揉,DISCARD
細やか,2,1535,delicate,25,彼女は細やかな気配りができる。,세심한,细致地,KEEP
細やか,2,3681,friendly *DIFF*,25,彼女の細やかな心遣いに、皆が感動した。,친절한,友好的,DISCARD
エレガント,2,1539,elegant,25,彼女はエレガントなドレスを着ています。,우아한,优雅的,KEEP
エレガント,2,5854,elegant,25,彼女はいつもエレガントな装いで、周りの人々を魅了する。,우아한,优雅,DISCARD
抗議,2,1540,protest,25,彼らはその決定に抗議しました。,항의,抗议,KEEP
抗議,2,3575,protest,25,彼らはその決定に強く抗議した。,항의,抗议,DISCARD
大胆,2,1542,bold,25,彼は大胆な計画を立てました。,대담한,大胆的,KEEP
大胆,2,4491,bold,25,彼女の大胆な行動は皆を驚かせた。,대담한,大胆,DISCARD
養成,2,1543,training,25,先生を養成する学校です。,양성,培养,KEEP
養成,2,5722,training,25,このプログラムは、次世代のリーダーを養成するために設計されています。,훈련,培训,DISCARD
唱える,2,1546,advocate,25,平和を唱える。,외친다,倡导,KEEP
唱える,2,4799,to recite *DIFF*,25,僧侶たちは毎朝、寺で経典を唱える。,낭송하다,朗诵,DISCARD
受け入れる,2,1547,accept,25,彼は謝罪を受け入れることにしました。,받아들이다,接受,KEEP
受け入れる,2,2805,to accept *DIFF*,25,新しい文化を学ぶために、異文化の習慣を受け入れることが大切です。,받아들이다,接受,DISCARD
粘る,2,1548,sticking,25,ガムが靴に粘る。,끈적거린다,粘,KEEP
粘る,2,4993,to be sticky *DIFF*,25,納豆はとても粘る食べ物だ。,끈적거리다,发黏,DISCARD
如何にも,2,1552,every inch,25,彼は如何にも学者という感じだ。,정말로,简直,KEEP
如何にも,2,2693,indeed *DIFF*,25,彼の話は如何にも本当らしい響きがあった。,정말,确实,DISCARD
きっぱりと,2,1553,firmly,25,いいえ、きっぱりと断りました。,단호하게,断然,KEEP
きっぱりと,2,1701,firmly,25,彼女は彼をきっぱりと断った。,딱 잘라,断然,DISCARD
ガレージ,2,1554,garage,25,私のガレージは大きいです。,차고,车库,KEEP
ガレージ,2,5872,garage (at house) *DIFF*,25,彼の新しい車は、家のガレージにいつもきれいに停められています。,차고,车库,DISCARD
反応,2,1555,reaction,25,薬に反応がありました。,반응,反应,KEEP
反応,2,5127,reaction,25,この薬は体にどんな反応を引き起こしますか？,반응,反应,DISCARD
過密,2,1556,densely populated,25,東京は人口が過密です。,과밀,密集,KEEP
過密,2,3147,crowded *DIFF*,25,都市部の人口過密は深刻な社会問題です。,붐비는,拥挤,DISCARD
見込み,2,1557,chances,25,成功の 見込み は 高い です。,가능성,可能性,KEEP
見込み,2,5516,hope *DIFF*,25,この計画は成功する見込みが高い。,희망,希望,DISCARD
概念,2,1558,concept,25,この概念は難しいです。,개념,概念,KEEP
概念,2,3223,general idea *DIFF*,25,この本は新しい哲学的な概念を提示している。,전반적인 생각,大致概念,DISCARD
棄権,2,1561,withdrew,25,わたしはびょうきでしあいを棄権しました。,기권,放弃,KEEP
棄権,2,3268,abstain from voting *DIFF*,25,彼は個人的な理由から投票を棄権した。,기권하다,弃权,DISCARD
ぞんざい,2,1563,Careless,25,彼は私をぞんざいに扱った。,함부로,粗暴地,KEEP
ぞんざい,2,4388,rude *DIFF*,25,彼は客に対してぞんざいな態度を取った。,무례한,粗鲁,DISCARD
心掛ける,2,1564,try,25,毎日、運動を心掛ける。,노력합니다,尽量,KEEP
心掛ける,2,3637,to bear in mind *DIFF*,25,健康的な生活を送るためには、バランスの取れた食事と適度な運動を心掛けましょう。,염두에 두다,牢记,DISCARD
デザイン,2,1569,design,25,この服のデザインが好きです。,디자인,设计,KEEP
デザイン,2,5950,design,25,この車のデザインはとても未来的です。,디자인,设计,DISCARD
権威,2,1570,authority,25,先生は学校で権威があります。,권위,权威,KEEP
権威,2,3517,authority,25,その教授は、その分野における学術的権威として広く認められている。,권위,权威,DISCARD
同感,2,1573,I agree,25,私もそう思います。同感です。,동감,我同意,KEEP
同感,2,4841,agreement *DIFF*,25,彼の意見には全く同感です。,합의,协议,DISCARD
視野,2,1574,field of view,25,広い視野を持つことは大切です。,시야,视野,KEEP
視野,2,3934,field of vision *DIFF*,25,運転中は常に広い視野を保つべきだ。,시야,视野,DISCARD
拗れる,2,1575,Complicated,25,けんかが拗れると、たいへんです。,꼬이면,复杂,KEEP
拗れる,2,3649,to get complicated *DIFF*,25,些細なことで話が拗れてしまい、二人の関係は悪化の一途を辿った。,복잡해지다,变得复杂,DISCARD
割り込む,2,1577,cut in line,25,列に割り込むのは良くないです。,새치기,插队,KEEP
割り込む,2,5830,to cut in *DIFF*,25,列に割り込むのはやめてください。,끼어들다,插队,DISCARD
あっさり,2,1579,Light,25,このスープはあっさりしています。,담백합니다,清淡,KEEP
あっさり,2,2620,easily *DIFF*,25,彼はその問題をあっさり解決した。,쉽게,轻易地,DISCARD
強いて,2,1580,If I had to say,25,強いて言うなら、コーヒーより紅茶が好きです。,굳이,如果非要说,KEEP
強いて,2,3842,by force *DIFF*,25,彼らはその扉を強いて開けた。,강제로,强行,DISCARD
おどおど,2,1581,timidly,25,彼はいつもおどおどしています。,우물쭈물,战战兢兢,KEEP
おどおど,2,2969,coweringly *DIFF*,25,初めての発表会で、彼はステージの隅でおどおどしていた。,움츠리며,畏缩地,DISCARD
フォーム,2,1583,Form,25,このウェブサイトには入力フォームがあります。,폼,表格,KEEP
フォーム,2,5984,foam *DIFF*,25,この枕は記憶フォームでできており、とても快適です。,거품,泡沫,DISCARD
模型,2,1586,model,25,これは飛行機の模型です。,모형,模型,KEEP
模型,2,5614,model,25,博物館には恐竜の骨格模型が展示されている。,모형,模型,DISCARD
断言,2,1587,assert,25,彼が成功すると断言できます。,단언,断言,KEEP
断言,2,4512,declaration *DIFF*,25,彼はその計画が成功すると断言した。,선언,声明,DISCARD
収容,2,1588,accommodate,25,そのホテルは100人を収容できます。,수용,容纳,KEEP
収容,2,3953,accommodation *DIFF*,25,災害時には、被災者を一時的に体育館に収容することがよくあります。,숙소,住宿,DISCARD
論理,2,1589,logic,25,彼の説明は論理的です。,논리,逻辑,KEEP
論理,2,5814,logic,25,彼の説明は一貫した論理に欠けている。,논리,逻辑,DISCARD
こつ,2,1590,Tips,25,成功のこつは、あきらめないことです。,비결,尖端,KEEP
こつ,2,1989,Tips,25,成功のこつは、あきらめないことです。,요령,尖端,DISCARD
負う,2,1591,take,25,私は責任を負う。,질,承担,KEEP
負う,2,2899,to bear *DIFF*,25,彼は会社の将来に対する責任を負っている。,짊어지다,承担,DISCARD
備わる,2,1592,equipped,25,この部屋にはエアコンが備わる。,갖춰져,配备,KEEP
備わる,2,4355,to be furnished with *DIFF*,25,彼は生まれつき優れた才能が備わっている。,갖추어져 있다,配备有,DISCARD
見苦しい,2,1596,unsightly,25,けんかをするのは見苦しいです。,보기흉합니다,不雅观,KEEP
見苦しい,2,5515,unsightly,25,そんな見苦しい真似はやめなさい。,보기 흉한,不雅观,DISCARD
データ,2,1598,data,25,これはデータです。,데이터,数据,KEEP
データ,2,5947,data,25,このプロジェクトでは、大量のデータ分析が必要です。,데이터,数据,DISCARD
頻繁,2,1599,frequently,25,メールを頻繁にチェックします。,빈번,经常,KEEP
頻繁,2,5220,frequency *DIFF*,25,彼は頻繁に海外出張に出かけます。,빈도,频率,DISCARD
規範,2,1600,Rules,25,学校には規範があります。,규범,规范,KEEP
規範,2,3304,model *DIFF*,25,彼は社会の規範に従って行動した。,모범,榜样,DISCARD
孤立,2,1601,isolated,25,彼はクラスで孤立しています。,고립,孤立,KEEP
孤立,2,3689,isolation *DIFF*,25,彼は一人でいることが好きで、しばしば他者との孤立を選びます。,고립,孤立,DISCARD
一連,2,1602,A series,25,一連の事件がありました。,일련,一连串,KEEP
一連,2,2752,a series,25,警察は一連の強盗事件を捜査している。,시리즈,一系列,DISCARD
同意,2,1605,Agree,25,私はその意見に同意します。,동의,同意,KEEP
同意,2,4839,agreement *DIFF*,25,この計画を進めるには、全員の同意が必要です。,합의,协议,DISCARD
生やす,2,1607,grow,25,庭に草を生やす。,자라게 하다,种,KEEP
生やす,2,5104,to grow *DIFF*,25,彼は冬の間、暖かくするために髭を生やしていた。,키우다,种植,DISCARD
心強い,2,1609,Reassuring,25,友達がいると、とても心強いです。,든든합니다,安心,KEEP
心強い,2,3640,heartening *DIFF*,25,経験豊富な先輩が一緒にいると、とても心強いです。,고무적인,令人振奋的,DISCARD
あえて,2,1610,deliberately,25,あえて、難しい本を選びました。,굳이,特意,KEEP
あえて,2,1845,on purpose *DIFF*,25,あえて言いません。,굳이,故意,DISCARD
大げさ,2,1611,exaggerating,25,彼はいつも大げさだ。,과장,夸大,KEEP
大げさ,2,2907,grandiose *DIFF*,25,彼はいつも話が大げさで、少し信用できないところがある。,과장된,浮夸的,DISCARD
サイズ,2,1613,size,25,この服のサイズは小さいです。,사이즈,尺寸,KEEP
サイズ,2,5891,size,25,この靴は私の足には少しサイズが大きいです。,크기,尺寸,DISCARD
自覚,2,1615,aware,25,私は自分の間違いを自覚しています。,자각,自觉,KEEP
自覚,2,4073,self-conscious *DIFF*,25,彼はプロとしての自覚が足りない。,남의 시선을 의식하는,难为情,DISCARD
連帯,2,1617,solidarity,25,私たちは連帯して問題を解決します。,연대,团结,KEEP
連帯,2,5803,solidarity,25,労働者たちは、賃金改善のために連帯してストライキを行った。,연대,团结,DISCARD
再発,2,1618,recurred,25,病気が再発しました。,재발,复发,KEEP
再発,2,3745,return *DIFF*,25,彼の病気が再発しないことを願っています。,돌아오다,返回,DISCARD
網,2,1619,net,25,これは魚を捕るための網です。,망,网,KEEP
網,2,2644,net,25,漁師は大きな網で魚を捕った。,그물,网,DISCARD
気品,2,1621,Elegance,25,彼女は気品があります。,기품,优雅,KEEP
気品,2,3305,aroma *DIFF*,25,彼女の立ち居振る舞いには気品がある。,향기,香气,DISCARD
